Mod:Item:MetaData, Localized Name
appliedenergistics2:part:48, МЭ умный кабель - Светло-серый
appliedenergistics2:part:49, МЭ умный кабель - Бирюзовый
appliedenergistics2:part:50, МЭ умный кабель - Фиолетовый
appliedenergistics2:part:51, МЭ умный кабель - Синий
appliedenergistics2:part:52, МЭ умный кабель - Коричневый
appliedenergistics2:part:53, МЭ умный кабель - Зелёный
appliedenergistics2:part:54, МЭ умный кабель - Красный
appliedenergistics2:part:55, МЭ умный кабель - Чёрный
appliedenergistics2:part:56, МЭ умный кабель - Изменчивый
appliedenergistics2:part:420, МЭ монитор преобразования
appliedenergistics2:part:360, МЭ терминал крафта
appliedenergistics2:part:200, Тёмная осветительная панель
appliedenergistics2:part:260, МЭ шина экспорта
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, МЭ плоскость формирования
appliedenergistics2:part:301, МЭ id плоскость истребления
appliedenergistics2:part:240, МЭ шина импорта
appliedenergistics2:part:440, МЭ интерфейс
appliedenergistics2:part:480, МЭ терминал интерфейсов
appliedenergistics2:part:100, МЭ инвертированная шина переключения
appliedenergistics2:part:280, МЭ излучатель уровня
appliedenergistics2:part:160, Яркая осветительная панель
appliedenergistics2:part:469, Туннель точка-точка - FE
appliedenergistics2:part:463, Туннель точка-точка - Жидкость
appliedenergistics2:part:465, Туннель точка-точка - EU
appliedenergistics2:part:462, Туннель точка-точка - Предмет
appliedenergistics2:part:467, Туннель точка-точка - Свет
appliedenergistics2:part:460, Туннель точка-точка - МЭ
appliedenergistics2:part:461, Туннель точка-точка - Красный камень
appliedenergistics2:part:340, МЭ терминал шаблонов
appliedenergistics2:part:140, Кварцевое оптическое волокно
appliedenergistics2:part:180, Осветительная панель
appliedenergistics2:part:220, МЭ шина хранения
appliedenergistics2:part:400, МЭ монитор хранения
appliedenergistics2:part:380, МЭ терминал
appliedenergistics2:part:80, МЭ шина переключения
buildcraftlib:guide, Руководство по BuildCraft
buildcraftlib:guide_note, Примечание руководства
buildcraftlib:debugger, Отладчик
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
ironchest:iron_gold_chest_upgrade, Улучшение из железного в золотой сундук
ironchest:gold_diamond_chest_upgrade, Улучшение из золотого в алмазный сундук
ironchest:copper_silver_chest_upgrade, Улучшение из медного в серебряный сундук
ironchest:silver_gold_chest_upgrade, Улучшение из серебряного в золотой сундук
ironchest:copper_iron_chest_upgrade, Улучшение из медного в железный сундук
ironchest:diamond_crystal_chest_upgrade, Улучшение из алмазного в кристальный сундук
ironchest:wood_iron_chest_upgrade, Улучшение из деревянного в железный сундук
ironchest:wood_copper_chest_upgrade, Улучшение из деревянного в медный сундук
ironchest:diamond_obsidian_chest_upgrade, Улучшение из алмазного в обсидиановый сундук
ironchest:iron_gold_shulker_upgrade, Улучшение из железного в золотой Шалкеровый ящик
ironchest:gold_diamond_shulker_upgrade, Улучшение из золотого в алмазный Шалкеровый ящик
ironchest:copper_silver_shulker_upgrade, Улучшение из медного в серебряный Шалкеровый ящик
ironchest:silver_gold_shulker_upgrade, Улучшение из серебряного в золотой Шалкеровый ящик
ironchest:copper_iron_shulker_upgrade, Улучшение из медного в железный Шалкеровый ящик
ironchest:diamond_crystal_shulker_upgrade, Улучшение из алмазного в кристальный Шалкеровый ящик
ironchest:vanilla_iron_shulker_upgrade, Улучшение из обычного в железный Шалкеровый ящик
ironchest:vanilla_copper_shulker_upgrade, Улучшение из обычного в медный Шалкеровый ящик
ironchest:diamond_obsidian_shulker_upgrade, Улучшение из алмазного в обсидиановый Шалкеровый ящик
techguns:basicmachine:0, Пресс для Боеприпасов
techguns:basicmachine:1, Металлургический Пресс
techguns:basicmachine:2, Химическая Лаборатория
techguns:basicmachine:3, Турель
techguns:simplemachine:8, Камуфляжный Станок
techguns:simplemachine:9, Ремонтный Станок
techguns:simplemachine:10, Зарядная Станция
techguns:simplemachine:11, Доменная Печь
techguns:simplemachine2:8, Измельчитель
techguns:simplemachine2:9, Стол для Улучшения
techguns:multiblockmachine:0, Корпус Фабрикатора
techguns:multiblockmachine:1, Стекло Фабрикатора
techguns:multiblockmachine:2, Контроллер Фабрикатора
techguns:multiblockmachine:3, Корпус Реакционной Камеры
techguns:multiblockmachine:4, Стекло Реакционной Камеры
techguns:multiblockmachine:5, Контроллер Реакционной Камеры
techguns:basicore:0, Медная Руда
techguns:basicore:1, Оловянная Руда
techguns:basicore:2, Свинцовая Руда
techguns:basicore:3, Титановая Руда
techguns:basicore:4, Урановая Руда
techguns:bioblob:0, Комок Биомассы
techguns:sandbags, Мешки с Песком
techguns:lamp0:0, Лампа (Желтая)
techguns:lamp0:6, Лампа (Белая)
techguns:lamp0:12, Фонарь (Желтый)
techguns:lamp0:13, Фонарь (Белый)
techguns:metalpanel:0, Красный Контейнер
techguns:metalpanel:1, Зеленый Контейнер
techguns:metalpanel:2, Синий Контейнер
techguns:metalpanel:3, Желтый Контейнер
techguns:metalpanel:4, Стальная Панель
techguns:metalpanel:5, Серебристая Стальная Панель
techguns:metalpanel:6, Карбоновая Панель
techguns:metalpanel:7, Темные Подмостки
techguns:nethermetal:0, Адский Металл (Плита)
techguns:nethermetal:1, Адский Металл (Решетка)
techguns:nethermetal:2, Адский Металл (Маленькая Решетка)
techguns:nethermetal:3, Адский Металл (Кровавый Грей)
techguns:nethermetal:4, Адский Металл (Серый)
techguns:nethermetal:5, Адский Металл (Серые Плитки)
techguns:nethermetal:6, Адский Металл (Красный Столб)
techguns:nethermetal:7, Адский Металл (Темный столб)
techguns:nethermetal:8, Адский Металл (Красная Панель)
techguns:nethermetal:9, Адский Металл (Столб Лавы)
techguns:concrete:0, Железобетон
techguns:concrete:1, Железобетон (Светлый)
techguns:concrete:2, Железобетон (Серый)
techguns:concrete:3, Железобетон (Темный)
techguns:concrete:4, Железобетон (Трубы)
techguns:concrete:5, Железобетон (Армированный)
techguns:ladder0:8, Лестница (Металл)
techguns:ladder0:9, Лестница (Блестящая)
techguns:ladder0:10, Лестница (Ржавая)
techguns:ladder0:11, Лестница (Карбон)
techguns:door3x3, tile.techguns.door3x3.name
techguns:camonet:0, Камуфляжная Сетка (Лес)
techguns:camonet:1, Камуфляжная Сетка (Пустыня)
techguns:camonet:2, Камуфляжная Сетка (Снег)
techguns:camonet_top:0, Камуфляжная Сетка Верх (Лес)
techguns:camonet_top:1, Камуфляжная Сетка Верх (Пустыня)
techguns:camonet_top:2, Камуфляжная Сетка Верх (Снег)
techguns:bunkerdoor, tile.techguns.bunkerdoor.name
techguns:stairs_metal:7, Ступеньки из Стальных Панелей
techguns:stairs_metal:15, Ступеньки из Карбона
techguns:stairs_concrete:7, Железобетонные ступеньки (Светлые)
techguns:stairs_concrete:15, Железобетонные ступеньки (Темные)
techguns:tg_spawner:0, Дыра с монстрами
techguns:tg_spawner:1, Военная точка возрождения
techguns:neonlights:0, Двойные Неоновые Огни
techguns:neonlights:1, Двойные Неоновые Огни (Повернутые)
techguns:neonlights:2, Счетверенные Неоновые Огни
techguns:neonlights:3, Счетверенные Неоновые Огни (Повернутые)
techguns:neonlights:4, Квадратные Неоновые Огни
techguns:military_crate:0, Ящик с Боеприпасами
techguns:military_crate:1, Ящик с Оружием
techguns:military_crate:2, Ящик с Доспехами
techguns:military_crate:3, Ящик с Медикаментами
techguns:military_crate:4, Ящик со Взрывчаткой
techguns:military_crate:5, Ящик Снабжения
techguns:military_crate:6, Ящик Снабжения
techguns:military_crate:7, Ящик Снабжения
techguns:military_crate:8, Ящик Снабжения
techguns:explosive_charge:0, Карьерная Взрывчатка
techguns:explosive_charge:1, Улучшенная Карьерная Взрывчатка
techguns:sand_hard:0, Закаленный Песок
techguns:slimy:0, Странные Светящиеся Яйца
techguns:slimyladder:3, Слизистый След
techguns:orecluster:0, Кластер руды (Уголь)
techguns:orecluster:1, Кластер руды (Обычный Металл)
techguns:orecluster:2, Кластер руды (Цветной Металл)
techguns:orecluster:3, Кластер руды (Блестящий Металл)
techguns:orecluster:4, Кластер руды (Уран)
techguns:orecluster:5, Кластер руды (Обычные Драгоценные Камни)
techguns:orecluster:6, Кластер руды (Сияющие Драгоценные Камни)
techguns:orecluster:7, Кластер руды (Адские Кварц)
techguns:orecluster:8, Кластер Руды (Нефть)
techguns:oredrill:0, Рама Бура
techguns:oredrill:1, Крепление Бура
techguns:oredrill:2, Стержень Бура
techguns:oredrill:3, Двигатель Бура
techguns:oredrill:4, Контроллер Бура
techguns:block_creeper_acid, Кислота Крипера
techguns:itemshared:0, Каменные Пули
techguns:itemshared:1, Пистолетные Патроны
techguns:itemshared:2, Патроны для Дробовика
techguns:itemshared:3, Винтовочные Патроны
techguns:itemshared:4, Снайперские Патроны
techguns:itemshared:5, 40-мм граната
techguns:itemshared:6, Усовершенствованные Патроны
techguns:itemshared:7, Ракета
techguns:itemshared:8, Стак Винтовочных Патронов
techguns:itemshared:9, Магазин для ПП
techguns:itemshared:10, Магазин для ПП (Пустой)
techguns:itemshared:11, Обойма для Пистолета
techguns:itemshared:12, Обойма для Пистолета (Пустая)
techguns:itemshared:13, Магазин для Штурмовой Винтовки
techguns:itemshared:14, Магазин для Штурмовой Винтовки (Пустой)
techguns:itemshared:15, Магазин для Пулемета
techguns:itemshared:16, Магазин для Пулемета (Пустой)
techguns:itemshared:17, Барабан для Минигана
techguns:itemshared:18, Барабан для Минигана (Пустой)
techguns:itemshared:19, Магазин для AS50
techguns:itemshared:20, Магазин для AS50 (Пустой)
techguns:itemshared:21, Магазин для Усовершенствованной Винтовки
techguns:itemshared:22, Магазин для Усовершенствованной Винтовки (Пустой)
techguns:itemshared:23, Баллон со Сжатым Воздухом
techguns:itemshared:24, Баллон со Сжатым Воздухом (Пустой)
techguns:itemshared:25, Био Бак
techguns:itemshared:26, Био Бак (Пустой)
techguns:itemshared:27, Топливный Бак
techguns:itemshared:28, Топливный Бак (Пустой)
techguns:itemshared:29, Энергетическая Ячейка
techguns:itemshared:30, Энергетическая Ячейка (Пустая)
techguns:itemshared:31, Ядерный Микрореактор
techguns:itemshared:32, Ядерный Микрореактор (Истощен)
techguns:itemshared:33, Железная Ствольная Коробка
techguns:itemshared:34, Стальная Ствольная Коробка
techguns:itemshared:35, Закаленная Ствольная Коробка
techguns:itemshared:36, Карбоновая Ствольная Коробка
techguns:itemshared:37, Каменный Ствол
techguns:itemshared:38, Железный Ствол
techguns:itemshared:39, Закаленный Ствол
techguns:itemshared:40, Карбоновый Ствол
techguns:itemshared:41, Ствол Лазера
techguns:itemshared:42, Деревянное Ложе
techguns:itemshared:43, Пластиковое Ложе
techguns:itemshared:44, Карбоновое Ложе
techguns:itemshared:45, Пластина Паровой Брони
techguns:itemshared:46, Железная Пластина
techguns:itemshared:47, Медная Пластина
techguns:itemshared:48, Оловянная Пластина
techguns:itemshared:49, Бронзовая Пластина
techguns:itemshared:50, Стальная Пластина
techguns:itemshared:51, Обсидианово-Стальная Пластина
techguns:itemshared:52, Свинцовая Пластина
techguns:itemshared:53, Карбоновая Пластина
techguns:itemshared:54, Титановая Пластина
techguns:itemshared:55, Пластиковый Лист
techguns:itemshared:56, Резиновый Лист
techguns:itemshared:57, Механические Детали (Железо)
techguns:itemshared:58, Механические Детали (Закаленные)
techguns:itemshared:59, Механические Детали (Карбон)
techguns:itemshared:60, Прочная Ткань
techguns:itemshared:61, Биомасса
techguns:itemshared:62, Медный Провод
techguns:itemshared:63, Золотой Провод
techguns:itemshared:64, Карбоновые Волокна
techguns:itemshared:65, Электросхема
techguns:itemshared:66, Элитная Электросхема
techguns:itemshared:67, Пластина Силовой Брони
techguns:itemshared:68, Катушка
techguns:itemshared:69, Кибернетические Запчасти
techguns:itemshared:70, Электродвигатель
techguns:itemshared:71, Лазерный Фокус
techguns:itemshared:72, Насосный Механизм
techguns:itemshared:73, Излучатель Радиации
techguns:itemshared:74, Звуковой Излучатель
techguns:itemshared:75, Бризантная Взрывчатка
techguns:itemshared:76, Адский Излучатель
techguns:itemshared:77, Обработанная Кожа
techguns:itemshared:78, Титановая Руда
techguns:itemshared:79, Медный Слиток
techguns:itemshared:80, Оловянный Слиток
techguns:itemshared:81, Бронзовый Слиток
techguns:itemshared:82, Свинцовый Слиток
techguns:itemshared:83, Стальной Слиток
techguns:itemshared:84, Обсидианово-Стальной Слиток
techguns:itemshared:85, Титановый Слиток
techguns:itemshared:86, Медный Самородок
techguns:itemshared:87, Свинцовый Самородок
techguns:itemshared:88, Стальной Самородок
techguns:itemshared:89, Фильтр Противогаза
techguns:itemshared:90, Рюкзак Планера
techguns:itemshared:91, Крыло Планера
techguns:itemshared:92, Антигравитационное Ядро
techguns:itemshared:93, Кислородная Маска
techguns:itemshared:94, Улучшение Механизма (Обработка Стаков)
techguns:itemshared:95, Сырая Резина
techguns:itemshared:96, Сырой Пластик
techguns:itemshared:97, Оксид Урана
techguns:itemshared:98, Обогащенный Уран
techguns:itemshared:99, Броня Турели (Железо)
techguns:itemshared:100, Броня Турели (Сталь)
techguns:itemshared:101, Броня Турели (Обсидианово-Стальная)
techguns:itemshared:102, Броня Турели (Карбон)
techguns:itemshared:103, Кварцевый Жезл
techguns:itemshared:104, Фокусировщик Тепловых Лучей Реакционной Камеры
techguns:itemshared:105, УФ-Излучатель Реакционной Камеры
techguns:itemshared:106, §6Патроны для Дробовика (Зажигательные)
techguns:itemshared:107, §6Магазин для AS50 (Зажигательные)
techguns:itemshared:108, §6Снайперские Патроны (Зажигательные)
techguns:itemshared:109, §6Пистолетные Патроны (Зажигательные)
techguns:itemshared:110, §6Винтовочные Патроны (Зажигательные)
techguns:itemshared:111, §6Стак Винтовочных Патронов (Зажигательные)
techguns:itemshared:112, §6Магазин для ПП (Зажигательные)
techguns:itemshared:113, §6Магазин для Пистолета (Зажигательные)
techguns:itemshared:114, §6Барабан для Мигинана (Зажигательные)
techguns:itemshared:115, §6Магазин для Штурмовой Винтовки (Зажигательные)
techguns:itemshared:116, §6Магазин для Ручного Пулемета (Зажигательные)
techguns:itemshared:117, Ракета (Тактическая Атомная Бомба)
techguns:itemshared:118, Малая Ядерная Боеголовка
techguns:itemshared:119, Головка Бура (Обсидиан)
techguns:itemshared:120, Головка Бура (Карбон)
techguns:itemshared:121, Набалдашник Силового Кулака (Обсидиан)
techguns:itemshared:122, Набалдашник Силового Кулака (Карбон)
techguns:itemshared:123, Лезвие Бензопилы (Обсидиан)
techguns:itemshared:124, Лезвие Бензопилы (Карбон)
techguns:itemshared:125, Редстоуновая Батарейка
techguns:itemshared:126, Редстоуновая Батарейка (Пустая)
techguns:itemshared:127, Снаряд для Винтовки Гаусса
techguns:itemshared:128, Ствол для Винтовки Гаусса
techguns:itemshared:129, Экранированный Титановый Ствол
techguns:itemshared:130, Титановый Ствольная Коробка
techguns:itemshared:131, Плазменный Генератор
techguns:itemshared:132, Рабочие Перчатки
techguns:itemshared:133, Защитное волокно
techguns:itemshared:134, Малый Бур (Сталь)
techguns:itemshared:135, Малый Бур (Обсидиановая Сталь)
techguns:itemshared:136, Малый Бур (Карбон)
techguns:itemshared:137, Средний Бур (Сталь)
techguns:itemshared:138, Средний Бур (Обсидиановая Сталь)
techguns:itemshared:139, Средний Бур (Карбон)
techguns:itemshared:140, Большой Бур (Сталь)
techguns:itemshared:141, Большой Бур (Обсидиановая Сталь)
techguns:itemshared:142, Большой Бур (Карбон)
techguns:itemshared:143, §4Магазин для AS50 (Разрывные)
techguns:itemshared:144, §4Снайперские Патроны (Разрывные)
techguns:itemshared:145, §eРакета (Скоростная)
techguns:itemshared:146, Гемакон
techguns:itemshared:147, Улучшение Брони: Защита I
techguns:itemshared:148, Улучшение Брони: Защита от Снарядов I
techguns:itemshared:149, Улучшение Брони: Защита от Взрывов I
techguns:itemshared:150, Улучшение Брони: Защита II
techguns:itemshared:151, Улучшение Брони: Защита от Снарядов II
techguns:itemshared:152, Улучшение Брони: Защита от Взрывов II
techguns:itemshared:153, Улучшение Брони: Защита III
techguns:itemshared:154, Улучшение Брони: Защита от Снарядов III
techguns:itemshared:155, Улучшение Брони: Защита от Взрывов III
techguns:radaway, Антирадин
techguns:radpills, Таблетки Антирадина
techguns:gasmask, Противогаз
techguns:glider, Планер
techguns:jumppack, Прыжковый Ранец
techguns:scubatanks, Кислородные Баки
techguns:nightvisiongoggles, Очки Ночного Видения
techguns:jetpack, Реактивный Ранец
techguns:tacticalmask, Тактическая Маска
techguns:antigravpack, Антигравитационное Устройство
techguns:item_door3x3:0, Сдвоенная Дверь
techguns:item_door3x3:1, Ангарная Дверь (Верх)
techguns:item_door3x3:2, Ангарная Дверь (Низ)
techguns:item_door3x3:3, Techdoor (Nether)
techguns:item_bunkerdoor, Дверь Бункера
techguns:combatknife, Боевой Нож
techguns:crowbar, Лом
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:hazmat_helmet, item.hazmat_helmet.name
techguns:hazmat_chestplate, item.hazmat_chestplate.name
techguns:hazmat_leggings, item.hazmat_leggings.name
techguns:hazmat_boots, item.hazmat_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
